Activity_ID,ActivityNumber,ActivityName,SeasonName,ChildSeasonName,Type,CategoryName,OtherCategoryName,RiskCategoryName,EnrollMin,EnrollMax,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,AgesMin,AgesMinMonth,AgesMinWeek,AgesMax,AgesMaxMonth,AgesMaxWeek,GradeMin,GradeMax,WeekDays,PrimaryInstructorName,NumberOfHours,NumberOfDates,ActivityLocation,FeeDescription,AccountName,KeyFeesTotal,OtherFeesTotal,FeeSummary,Description,PublicURL
68427,74246,Learn To Dive?Advanced Diving (Sun-B 8:00am),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,9,2/23/2025,4/6/2025,8:00 AM,9:00 AM,6,0,0,0,0,0,,,Su,,7,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,168,84,Member: $84.00. Non-member: $168.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity. They must also be able to demonstrate a Forward Dive Tuck with a full forward approach and a Back Jump Tuck with a full back press on the board.The objectives are to build from basic diving skills learned in the previous courses to develop a more fine-tuned and safety awareness diver. The minimum age for this class is 6, and they must be proficient in Intro to diving exit skills. (Intro to Diving Exit skill prerequisite: Forward tuck dive with approach/hurdle and back press with back jump.)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68427
68439,74258,Learn To Dive?Intro to Diving (Sun-A 11:00am),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/5/2025,2/16/2025,11:00 AM,11:30 AM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68439
68441,74260,Learn To Dive?Intro to Diving (Sun-A 11:30am),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,8,1/5/2025,2/16/2025,11:30 AM,12:00 PM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68441
68485,74304,Learn To Dive?Intro to Diving (Sun-A 1:00pm),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,9,1/5/2025,2/16/2025,1:00 PM,1:30 PM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68485
68491,74310,Learn To Dive?Intro to Diving (Sun-A 1:30pm),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/5/2025,2/16/2025,1:30 PM,2:00 PM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68491
68440,74259,Learn To Dive?Intro to Diving (Sun-B 11:00am),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,9,2/23/2025,4/6/2025,11:00 AM,11:30 AM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68440
68442,74261,Learn To Dive?Intro to Diving (Sun-B 11:30am),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,5,2/23/2025,4/6/2025,11:30 AM,12:00 PM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68442
68486,74305,Learn To Dive?Intro to Diving (Sun-B 1:00pm),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,2/23/2025,4/6/2025,1:00 PM,1:30 PM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68486
68492,74311,Learn To Dive?Intro to Diving (Sun-B 1:30pm),Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,2/23/2025,4/6/2025,1:30 PM,2:00 PM,6,0,0,17,0,0,,,Su,,3.5,7,Madison Pool - Lane #1 at Madison Pool,Activity Fee,MADP Lesson,84,42,Member: $42.00. Non-member: $84.00,"  Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.The Objectives are to introduce and practice basic fundamental springboard diving drills, practices and skills. For youth 6-17 years old and must be proficient in the exit skills for Beginning Swim level 3. (Level 3 exit skills: Jump into deep water from the side, swim front crawl for 15 yards, maintain position by treading or floating for 30 seconds and swim elementary backstroke for 15 yards)Diving is a sport that involves entering the water from a springboard or platform. In competitive diving, the diver performs acrobatic moves such as somersaults or twists during the flight through the air. However, even for non-competitive divers who are only interested in diving headfirst from a springboard at the local pool or swim club, learning proper technique is important.",http://apm.activecommunities.com/seattle/Activity_Search/68492
68587,74406,Learn To Swim - Adaptive Mon 4:00 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,1,3,3,1/6/2025,3/10/2025,4:00 PM,4:30 PM,6,0,0,17,0,0,,,M,,4,8,Rainier Beach CC/Pool Leisure Pool at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,96,48,Member: $48.00. Non-member: $96.00,"The Adaptive Aquatics program is designed to provide a welcoming, safe, and productive learning environment for any individual that needs additional support to reach their aquatic goals. The Adaptive Aquatics program is designed to work with individuals with cognitive and physical disabilities; creating custom lesson plans to meet individual needs.You must contact the pool by phone or in person to register for Adaptive Aquatics Lessons.",http://apm.activecommunities.com/seattle/Activity_Search/68587
68588,74407,Learn To Swim - Adaptive Sun 10:30 AM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,1,2,2,1/12/2025,3/16/2025,10:30 AM,11:00 AM,6,0,0,17,0,0,,,Su,,5,10,Rainier Beach CC/Pool Leisure Pool at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,120,60,Member: $60.00. Non-member: $120.00,"The Adaptive Aquatics program is designed to provide a welcoming, safe, and productive learning environment for any individual that needs additional support to reach their aquatic goals. The Adaptive Aquatics program is designed to work with individuals with cognitive and physical disabilities; creating custom lesson plans to meet individual needs.You must contact the pool by phone or in person to register for Adaptive Aquatics Lessons.",http://apm.activecommunities.com/seattle/Activity_Search/68588
68671,74490,Learn To Swim - Adaptive Thurs 4:00 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,1,3,3,1/9/2025,3/13/2025,4:00 PM,4:30 PM,6,0,0,17,0,0,,,Th,,4.5,9,Rainier Beach CC/Pool Leisure Pool at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,108,54,Member: $54.00. Non-member: $108.00,"The Adaptive Aquatics program is designed to provide a welcoming, safe, and productive learning environment for any individual that needs additional support to reach their aquatic goals. The Adaptive Aquatics program is designed to work with individuals with cognitive and physical disabilities; creating custom lesson plans to meet individual needs.You must contact the pool by phone or in person to register for Adaptive Aquatics Lessons.",http://apm.activecommunities.com/seattle/Activity_Search/68671
68589,74408,Learn To Swim - Adaptive Tue 4:00 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,1,3,3,1/7/2025,3/11/2025,4:00 PM,4:30 PM,6,0,0,17,0,0,,,Tu,,5,10,Rainier Beach CC/Pool Leisure Pool at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,120,60,Member: $60.00. Non-member: $120.00,"The Adaptive Aquatics program is designed to provide a welcoming, safe, and productive learning environment for any individual that needs additional support to reach their aquatic goals. The Adaptive Aquatics program is designed to work with individuals with cognitive and physical disabilities; creating custom lesson plans to meet individual needs.You must contact the pool by phone or in person to register for Adaptive Aquatics Lessons.",http://apm.activecommunities.com/seattle/Activity_Search/68589
